Year,Primary County,Dual Eligible,Major Diagnostic Category,Episode Disease Category,Beneficiaries with Condition,Beneficiaries with Admissions,Total Inpatient Admissions,Beneficiaries with ER Visits,Total ER Visits
2012,Kings,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder - Severe,1961,1192,3759,1115,4379
2012,Steuben,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1969,417,781,916,2676
2012,Steuben,Non-Dual,Mental Diseases And Disorders,Depression,1972,466,870,1057,3095
2012,Queens,Dual,Diabetes Mellitus,Other Diabetic Complications,1973,1208,2091,525,929
2012,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,1980,1240,1830,385,635
2012,Chemung,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,1987,494,987,1037,3643
2012,Bronx,Dual,Diabetes Mellitus,Other Diabetic Complications,1993,1405,2695,656,1233
2012,Chemung,Non-Dual,Mental Diseases And Disorders,Depression,2003,609,1229,1200,4729
2012,New York,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2003,1788,2984,622,1366
2012,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2004,1759,5402,1044,3372
2012,Kings,Dual,Substance Abuse,Chronic Alcohol Abuse,2006,1540,3516,825,2976
2012,Bronx,Dual,Diabetes Mellitus,Diabetic Retinopathy,2012,911,1528,593,1022
2012,Jefferson,Non-Dual,Mental Diseases And Disorders,Depression,2012,511,925,1137,3961
2012,Nassau,Non-Dual,Substance Abuse,Opioid Abuse,2029,1065,2844,1116,3568
2012,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2032,1172,1878,681,1954
2012,Kings,Dual,Diabetes Mellitus,Diabetic Nephropathy,2227,1517,2805,569,1023
2012,Dutchess,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2035,558,1268,1131,4021
2012,Bronx,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,2040,1434,6732,1374,7209
2012,Oneida,Dual,Diabetes Mellitus,Diabetes,2042,795,1107,616,1639
2012,Onondaga,Dual,Mental Diseases And Disorders,Depression,2047,879,1414,724,2581
2012,Nassau,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2050,951,2316,1115,3696
2012,Monroe,Dual,Mental Diseases And Disorders,Schizophrenia,2057,622,919,698,2601
2012,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2057,1056,2736,1108,3753
2012,Broome,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2064,582,784,649,2012
2012,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,2072,1297,2114,667,1339
2012,New York,Dual,HIV Infection,HIV Disease,2081,667,1127,598,1465
2012,Westchester,Dual,Mental Diseases And Disorders,Schizophrenia,2083,695,1133,638,1550
2012,Suffolk,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2084,892,1550,829,2351
2012,Kings,Dual,HIV Infection,HIV Disease,2088,690,1147,641,1308
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2097,1802,4711,844,2691
2012,Niagara,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2103,723,1032,738,1665
2012,Oneida,Non-Dual,Diabetes Mellitus,Diabetes,2114,558,1141,875,2644
2012,Westchester,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2115,1003,2416,1305,4926
2012,Ulster,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2119,510,986,1208,3866
2012,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,2123,1054,2518,896,2709
2012,Queens,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2127,961,1817,736,1746
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Chronic Cardiovascular Diagnoses - Minor,2137,1564,3804,891,2719
2012,Monroe,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2141,631,959,816,2915
2012,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2156,1337,1923,704,1727
2012,Jefferson,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2157,482,852,1037,3191
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Cardiomyopathy,2162,1443,4367,905,2687
2012,New York,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2165,1675,2981,653,1446
2012,Nassau,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2167,1167,2763,856,2306
2012,Bronx,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2171,960,2618,1099,3123
2012,Nassau,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2172,926,1601,627,1204
2012,Suffolk,Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,2172,888,1456,607,1599
2012,Queens,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,2176,610,1532,1046,3042
2012,Kings,Non-Dual,Substance Abuse,Delirium Tremens,2193,2144,9814,1528,11105
2012,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2196,1835,3797,646,1287
2012,New York,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2218,986,1979,838,2609
2012,Monroe,Non-Dual,Substance Abuse,Opioid Abuse,2223,905,2056,1266,5467
2012,New York,Non-Dual,Substance Abuse,Delirium Tremens,2223,2201,12280,1650,13311
2012,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,2230,1125,1972,458,864
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,2234,1911,4020,738,1895
2012,Albany,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2242,609,1159,1281,4766
2012,Suffolk,Non-Dual,Substance Abuse,Cocaine Abuse,2243,1357,3493,1439,5131
2012,Bronx,Non-Dual,Substance Abuse,Delirium Tremens,2252,2223,10813,1674,10038
2012,Queens,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2260,769,1851,839,2052
2012,Rockland,Non-Dual,Diabetes Mellitus,Diabetes,2260,467,854,627,1291
2012,Queens,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2267,1393,2547,583,1097
2012,Westchester,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2272,610,951,729,1861
2012,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,2275,1593,2490,704,1329
2012,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2278,2041,3860,664,1395
2012,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2279,1970,3409,610,1168
2012,Nassau,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2281,1098,3020,1269,4331
2012,Erie,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2283,1068,2479,1415,5237
2012,New York,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2283,1490,2629,750,1900
2012,Orange,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2288,532,1138,1142,4193
2012,Queens,Non-Dual,Substance Abuse,Other Significant Drug Abuse,2295,1144,4227,1234,4923
2012,Rensselaer,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2299,591,1046,1488,5278
2012,New York,Dual,Diabetes Mellitus,Diabetic Neuropathy,2308,1038,1731,685,1452
2012,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2322,1762,3227,577,1069
2012,Monroe,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2323,1174,1796,773,2160
2012,Onondaga,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,2325,1176,2695,1394,5838
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Percutaneous Transluminal Coronary Angioplasty,2334,2058,5314,957,2855
2012,Onondaga,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2346,1168,2701,1426,6651
2012,Suffolk,Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2348,1322,1921,553,994
2012,Monroe,Non-Dual,Substance Abuse,Cocaine Abuse,2354,1332,2965,1555,7700
2012,Erie,Dual,Mental Diseases And Disorders,Schizophrenia,2362,677,1018,808,2158
2012,Suffolk,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2362,1361,3199,1087,3208
2012,Saratoga,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2374,495,877,921,2595
2012,Nassau,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2378,344,614,836,1757
2012,Kings,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2381,2234,10155,1712,9401
2012,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,2385,1393,4349,1153,3159
2012,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Malignant and Other Significant Hypertension,2385,1551,2458,585,1007
2012,Orange,Non-Dual,Diabetes Mellitus,Diabetes,2388,624,1207,954,2827
2012,Bronx,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2392,1073,1996,893,2170
2014,Steuben,Dual,Diabetes Mellitus,Diabetic Neuropathy,99,34,57,48,231
2012,Kings,Non-Dual,Substance Abuse,Drug Abuse Related Diagnoses,2393,1385,6330,1363,7531
2012,Richmond,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2394,1215,1849,508,1038
2012,Westchester,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2395,1210,1914,734,1733
2012,Orange,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2411,670,1312,1267,4216
2012,Erie,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,2414,709,1486,1539,5955
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2419,1893,4524,966,3199
2012,Nassau,Dual,Mental Diseases And Disorders,Schizophrenia,2429,738,1236,594,1223
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2442,1328,3322,736,1858
2012,Nassau,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2448,1452,2247,610,1141
2012,Bronx,Dual,HIV Infection,HIV Disease,2453,841,1410,724,1288
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,2463,1687,4799,954,2677
2012,Bronx,Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2466,1689,3377,834,1756
2012,Dutchess,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2472,749,1044,704,1698
2012,Queens,Dual,Diseases And Disorders Of The Cardiovascular System,Cardiac Device Status,2478,1741,2778,554,995
2012,Westchester,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2488,371,662,991,2251
2012,Rockland,Non-Dual,Mental Diseases And Disorders,Depression,2497,580,1227,895,2310
2012,Saratoga,Non-Dual,Mental Diseases And Disorders,Depression,2497,573,1070,1094,3257
2012,Queens,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,2507,1197,3236,1006,2838
2012,Kings,Non-Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,2530,1608,2975,1470,4418
2012,Niagara,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2532,644,1299,1462,4442
2012,Erie,Non-Dual,Substance Abuse,Other Significant Drug Abuse,2535,920,2030,1516,5658
2012,Bronx,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,2547,2341,10048,1817,8448
2012,Chautauqua,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2564,429,761,1416,4069
2012,St Lawrence,Non-Dual,Mental Diseases And Disorders,Depression,2575,726,1398,1560,5443
2012,Bronx,Non-Dual,Diabetes Mellitus,Diabetic Retinopathy,2585,903,2217,1054,2333
2012,Ulster,Non-Dual,Mental Diseases And Disorders,Depression,2601,667,1342,1420,4577
2012,Erie,Dual,Diseases And Disorders Of The Cardiovascular System,Coronary Atherosclerosis,2615,1418,1966,826,2035
2012,Oneida,Non-Dual,Mental Diseases And Disorders,Schizophrenia,2623,656,1326,1332,3993
2012,Erie,Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2642,1375,1974,935,2346
2012,Queens,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,2652,956,2624,1331,4336
2012,Erie,Non-Dual,Substance Abuse,Cocaine Abuse,2654,1357,2868,1780,7161
2012,Dutchess,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2657,597,1139,1494,4678
2012,New York,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2667,2541,12672,1922,10296
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,History of Myocardial Infarction,2673,2384,7137,1206,4496
2012,New York,Non-Dual,Substance Abuse,Other Significant Drug Abuse - Continuous,2673,2321,11357,1926,10805
2012,Erie,Non-Dual,Mental Diseases And Disorders,"Conduct, Impulse Control, and Other Disruptive Behavior Disorders",2677,359,764,1229,3313
2012,Rensselaer,Non-Dual,Mental Diseases And Disorders,Depression,2677,732,1409,1600,5585
2012,Erie,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Moderate,2686,862,1862,1696,6552
2012,Schenectady,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2695,615,1098,1731,5341
2012,Kings,Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,2701,1158,1873,610,1172
2012,Oneida,Non-Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2705,682,1399,1443,5173
2012,Westchester,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2712,1545,2444,751,1521
2012,Monroe,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2720,933,1958,1712,7498
2012,Erie,Non-Dual,Mental Diseases And Disorders,Chronic Mental Health Diagnoses - Minor,2737,920,2204,1539,6326
2012,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2738,2054,3459,641,1439
2012,Rensselaer,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2747,661,1240,1453,4577
2012,Kings,Dual,Diseases And Disorders Of The Cardiovascular System,History of Coronary Artery Bypass Graft,2753,2319,3686,592,1006
2012,Bronx,Non-Dual,Diseases And Disordes Of The Respiratory System,Status Asthmaticus,2755,2167,3955,1862,5961
2012,Bronx,Non-Dual,Substance Abuse,Cocaine Abuse - Continuous,2764,2687,12074,1965,8851
2012,Kings,Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2765,1269,2673,955,2597
2012,Monroe,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2767,678,1055,967,3208
2012,Suffolk,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2769,1071,2229,1393,3513
2012,Bronx,Dual,Diabetes Mellitus,Diabetic Neuropathy,2780,1441,2530,891,1613
2012,Bronx,Non-Dual,Diabetes Mellitus,Other Diabetic Complications,2785,1665,5089,1509,4632
2012,Queens,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Valvular Disorders,2791,1053,2633,841,1984
2012,Oswego,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2806,592,1070,963,2505
2012,Westchester,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,2807,1517,3635,1652,5982
2012,Queens,Non-Dual,Substance Abuse,Cocaine Abuse,2814,1886,6350,1684,6677
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Unstable Angina,2816,2115,6122,1326,4980
2012,Westchester,Non-Dual,Substance Abuse,Drug Abuse - Cannabis/NOS/NEC,2816,1228,2963,1637,5650
2012,Kings,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Atrial Fibrillation,2828,1702,4504,930,2776
2012,Onondaga,Non-Dual,Mental Diseases And Disorders,Attention Deficit / Hyperactivity Disorder,2842,304,663,929,2435
2012,St Lawrence,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,2864,675,1282,1555,4767
2012,Schenectady,Non-Dual,Mental Diseases And Disorders,Depression,2877,820,1584,1696,5599
2012,Suffolk,Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2880,1213,2005,1002,2656
2012,Onondaga,Dual,Diabetes Mellitus,Diabetes,2883,979,1468,885,2613
2012,Richmond,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2901,1210,3120,1544,5152
2012,Dutchess,Non-Dual,Mental Diseases And Disorders,Depression,2902,815,1810,1615,5843
2012,Onondaga,Non-Dual,Mental Diseases And Disorders,Depressive and Other Psychoses,2920,1033,2567,1752,7440
2012,New York,Non-Dual,Mental Diseases And Disorders,Post Traumatic Stress Disorder,2927,1027,3307,1646,5558
2012,Broome,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2928,636,1061,1603,5456
2012,Rockland,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,2935,608,1082,1224,2887
2012,New York,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2946,2032,6396,1446,5111
2012,New York,Non-Dual,Diseases And Disordes Of The Respiratory System,Chronic Obstructive Pulmonary Disease and Bronchiectasis,2955,1688,5648,1569,6920
2012,Nassau,Dual,Diseases And Disorders Of The Cardiovascular System,Congestive Heart Failure,2960,1781,2741,598,1045
2012,Erie,Non-Dual,Diseases And Disordes Of The Respiratory System,Other Chronic Pulmonary Diagnoses,2976,1136,2315,1715,5023
2012,Westchester,Dual,Mental Diseases And Disorders,Depression,2980,1251,1944,873,2138
2012,Nassau,Dual,Mental Diseases And Disorders,Chronic Stress and Anxiety Diagnoses,2982,845,1301,759,1429
2012,Chautauqua,Non-Dual,Mental Diseases And Disorders,Depression,2990,634,1217,1635,5017
2012,Erie,Non-Dual,Mental Diseases And Disorders,Bi-Polar Disorder,2991,1159,2335,1942,7417
2012,Bronx,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Other Cardiovascular Diagnoses - Major,3029,2333,7555,1539,4981
2012,Kings,Non-Dual,Diabetes Mellitus,Diabetes - Juvenile Onset,3029,1204,3127,1351,3929
2012,Niagara,Non-Dual,Diseases And Disordes Of The Respiratory System,Asthma,3039,712,1342,1806,5144
2012,Orange,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3040,996,1495,1101,3125
2012,Bronx,Dual,Diseases And Disorders Of The Cardiovascular System,Angina and Ischemic Heart Disease,3041,1908,3618,907,1829
2012,Ulster,Non-Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3048,777,1531,1466,4325
2012,Suffolk,Dual,Mental Diseases And Disorders,Schizophrenia,3068,920,1478,1003,2399
2012,Nassau,Non-Dual,Substance Abuse,Chronic Alcohol Abuse,3095,1699,4350,1600,5325
2012,Albany,Dual,Diseases And Disorders Of The Cardiovascular System,Hypertension,3103,919,1434,1127,3149
2012,Kings,Dual,Mental Diseases And Disorders,Depressive Psychosis - Severe,3126,962,1632,629,1342
